lon,lat,v
-126.541666,36.308333,9.16
-126.533333,36.283333,9.935333333333332
-126.533333,36.333333,8.178055555555556
-126.533333,36.35,9.37
-126.516666,36.275,9.076842105263157
-126.516666,36.283333,7.598024691358025
-126.516666,36.3,9.9825
-126.516666,36.316666,8.383278688524591
-126.508333,36.233333,8.442571428571428
-126.5,36.258333,9.81967741935484
-126.5,36.283333,8.286519337016575
-126.5,36.3,7.271176470588236
-126.5,36.45,8.025151515151515
-126.491666,36.291666,10.671379310344827
-126.491666,36.333333,9.620666666666667
-126.49,36.275,9.600909090909092
-126.488333,36.286666,10.853548387096774
-126.485,36.28,10.177142857142858
-126.483333,36.25,10.01774193548387
-126.483333,36.283333,11.020588235294118
-126.48,36.291666,11.583235294117648
-126.466666,36.375,9.48
-126.466666,36.425,7.186216216216216
-126.45,36.283333,10.152758620689655
-126.416666,36.258333,8.456875
-126.408333,36.291666,7.7718181818181815
-126.233333,36.283333,7.5053125
-126.091666,35.7,10.3321875
-126.07,35.723333,10.573939393939394
-126.051666,35.71,11.213731343283582
-126.05,35.71,9.5996875
-126.05,35.716666,8.758666666666667
-125.95,35.675,8.947894736842105
-125.85,36.533333,10.087857142857143
-125.85,36.583333,9.579285714285714
-125.833333,36.641666,9.013703703703703
-125.825,36.591666,8.492727272727272
-125.825,36.675,8.657
-125.825,36.7,9.498125
-125.816666,36.641666,8.44925
-125.816666,36.65,9.352571428571428
-125.801666,36.608333,9.750555555555556
-125.8,36.6,7.7436842105263155
-125.795,36.603333,9.708484848484849
-125.791666,36.6,8.648
-125.783333,36.583333,9.0078125
-125.783333,36.6,9.311935483870968
-125.783333,36.608333,10.989705882352942
-125.783333,36.616666,8.875325542570952
-125.783333,36.625,8.9612
-125.783333,36.633333,9.62774193548387
-125.783333,36.65,7.526571428571429
-125.775,36.616666,9.767264150943396
-125.773333,36.605,9.608571428571429
-125.771666,36.613333,10.164090909090909
-125.77032,36.615,10.172304347826087
-125.77,36.613333,10.39076923076923
-125.76938,36.61523,10.18744
-125.76917,36.61158,9.43
-125.768333,36.595,10.237352941176471
-125.768333,36.615,9.323461538461538
-125.766666,36.575,8.540714285714285
-125.766666,36.6,10.775483870967742
-125.766666,36.608333,9.95
-125.766666,36.616666,9.37
-125.766666,36.625,8.438421052631579
-125.766666,36.633333,6.0952542372881355
-125.766666,36.766666,9.710952380952381
-125.766666,36.883333,7.681764705882353
-125.75983,36.60917,11.233
-125.758333,36.591666,8.089714285714285
-125.758333,36.616666,9.760625
-125.75,36.6,8.69
-125.725,36.65,6.995185185185186
-125.716666,36.683333,8.804814814814815
-125.683333,36.741666,9.05625
-125.625,36.583333,6.653235294117647
-125.616666,35.133333,10.202
-125.608333,35.096666,9.8521875
-125.606666,35.12,10.646716417910447
-125.605,35.121666,11.304242424242425
-125.6,35.125,8.492439024390244
-125.598333,35.121666,10.00925925925926
-125.55,35.15,11.350689655172413
-125.533333,36.641666,10.521851851851851
-125.5,35.216666,9.665151515151516
-125.433333,35.966666,9.435357142857143
-125.383333,34.608333,9.571818181818182
-125.375,36.133333,10.749310344827586
-125.366666,36.033333,10.018666666666666
-125.35,36.033333,10.501875
-125.35,36.05,10.389285714285714
-125.35,36.058333,9.59842105263158
-125.345,36.03968,10.233
-125.345,36.041666,9.447272727272727
-125.34433,36.039,11.207958333333334
-125.34317,36.04032,9.9554
-125.341666,36.033333,10.542222222222222
-125.341666,36.043333,10.7112213740458
-125.34037,36.0401,12.86352
-125.33708,36.04488,10.340636363636364
-125.336666,36.041666,11.11774193548387
-125.33533,36.04242,10.967608695652174
-125.333333,36.025,11.721428571428572
-125.333333,36.05,9.831603773584906
-125.316666,36.05,9.493571428571428
-125.256666,35.281666,9.097857142857142
-125.233333,34.516666,10.646896551724138
-125.233333,34.533333,9.326129032258065
-125.225,34.65,7.895
-125.216666,34.466666,8.65475
-125.216666,34.541666,10.05625
-125.216666,34.55,10.218387096774194
-125.216666,34.666666,9.8164
-125.2,34.516666,10.210967741935484
-125.2,34.541666,9.050625
-125.2,34.55,8.604902654867256
-125.2,34.558333,11.297027027027028
-125.191666,34.566666,9.89575
-125.19,34.578333,10.319411764705883
-125.183333,34.525,9.8225
-125.183333,34.551666,10.912127659574468
-125.183333,34.558333,10.081162790697674
-125.183333,36.891666,8.122941176470588
-125.181666,34.546666,11.5471875
-125.18,34.548333,10.435588235294118
-125.176666,34.546666,11.341515151515152
-125.175,36.983333,5.536176470588235
-125.166666,34.525,9.188333333333333
-125.166666,34.558333,10.947096774193549
-125.166666,37,9.761333333333333
-125.158333,34.583333,9.435454545454546
-125.158333,36.983333,9.048571428571428
-125.155,34.553333,11.312142857142858
-125.15,34.541666,11.35
-125.15,34.566666,11.344375
-125.141666,36.925,7.489142857142857
-125.133333,35.958333,11.149354838709677
-125.133333,36.966666,9.451935483870967
-125.125,37,9.124333333333333
-125.116666,34.45,10.056333333333333
-125.116666,36.925,10.072666666666667
-125.116666,37.075,7.693939393939394
-125.1,36.95,8.048823529411765
-125.091666,36.95,13.792
-125.083333,34.616666,10.108518518518519
-125.083333,36.9,6.09
-125.083333,36.941666,9.615555555555556
-125.083333,36.958333,8.234878048780487
-125.083333,36.975,9.216774193548387
-125.075,34.45,9.5290625
-125.075,36.941666,10.5634375
-125.075,36.95,9.268095238095238
-125.075,36.958333,8.036129032258064
-125.071666,36.961666,10.625882352941176
-125.066666,34.641666,9.333548387096775
-125.066666,36.933333,7.648651685393259
-125.066666,36.941666,9.22639896373057
-125.066666,36.943333,9.543125
-125.066666,36.95,7.932566037735849
-125.066666,36.958333,9.1678125
-125.066666,36.966666,8.711196581196582
-125.061666,36.943333,10.559574468085106
-125.058333,36.941666,8.102631578947369
-125.058333,36.95,9.436081081081081
-125.058333,37.008333,7.32735294117647
-125.056667,36.948333,8.952592592592593
-125.0537,36.9475,9.646333333333333
-125.05362,36.94568,9.157478260869565
-125.05347,36.94378,11.134125
-125.053333,36.946666,10.017441860465116
-125.05192,36.9447,10.68244
-125.05,36.941666,8.022
-125.05,36.95,9.417741935483871
-125.048333,36.95,9.007692307692308
-125.04617,36.94582,10.964916666666667
-125.041666,36.9,9.129354838709677
-125.04,36.946666,10.180571428571428
-125.038333,36.938333,9.674117647058823
-125.033333,36.95,11.739333333333333
-125.033333,36.975,10.70483870967742
-125.016666,36.95,7.198285714285714
-125.016666,37.025,7.631290322580645
-125.016666,37.033333,6.8277777777777775
-125,36.9,10.448620689655172
-125,36.916666,7.276666666666666
-125,36.958333,8.954468085106383
-125,36.975,8.293846153846154
-124.966666,35.433333,9.085806451612903
-124.966666,35.466666,11.2121875
-124.95,35.633333,10.801
-124.935,35.458333,NA
-124.933333,35.475,10.372142857142856
-124.933333,35.483333,10.309777777777779
-124.925,35.466666,7.697307692307692
-124.916666,35.441666,10.40030303030303
-124.916666,35.45,8.297941176470589
-124.916666,35.466666,10.315662650602409
-124.916666,37.1,8.980333333333334
-124.91017,35.45,10.86308695652174
-124.908333,35.475,10.828913043478261
-124.90618,35.45307,9.843190476190475
